ID,lon,lat
725,17.2519019076,40.4621299279
726,17.2520384542,40.4617798079
727,17.2529950477,40.4698199244
728,17.2525709171,40.4663133893
729,17.2527519022,40.4658267706
730,17.2520773881,40.4626737179
731,17.2525184053,40.4623238535
732,17.2521693409,40.4615010496
733,17.2520869641,40.4610125009
734,17.2522398386,40.4631718474
735,17.252676775,40.4628340189
736,17.2512466485,40.455369715
737,17.2512118299,40.4551989694
738,17.2527379746,40.4668305471
739,17.2529421417,40.4667219254
740,17.2520128356,40.4606333107
741,17.2513485477,40.4554943772
742,17.253284819,40.4697135909
743,17.2513052474,40.4550438255
744,17.2522137056,40.4597555548
745,17.2523743871,40.4592655526
746,17.2524427904,40.4638060438
747,17.2525637381,40.4633750141
748,17.2529776395,40.4668519764
749,17.2518808002,40.4580186526
750,17.2523097375,40.4558540194
751,17.2516265369,40.4557410577
752,17.2516658006,40.4565909126
753,17.2516844828,40.4561388517
754,17.2525151464,40.460755623
755,17.2523511396,40.4602404178
756,17.2526919297,40.4645813417
757,17.2528294162,40.4641435568
758,17.2525200492,40.4616594878
759,17.2529430712,40.4653667561
760,17.2530942603,40.4649166488
761,17.2522367229,40.4568813704
762,17.2521012669,40.4562388708
763,17.2532346954,40.4669888408
764,17.2534469552,40.4666944397
765,17.2533671247,40.4657126631
766,17.2535354815,40.4672219919
767,17.253289781,40.467355115
768,17.2533196386,40.4675993523
769,17.2535631062,40.4674046297
770,17.2536108602,40.4681249244
771,17.253624886,40.4676740842
772,17.2523059245,40.4574739727
773,17.2525085245,40.4578848188
774,17.2529516591,40.4637112391
775,17.2530760603,40.4632819871
776,17.2526337026,40.4584761168
777,17.2526705211,40.4613910179
778,17.2532317942,40.4644789327
779,17.2533589485,40.4640354811
780,17.252909916,40.4619135549
781,17.2530757964,40.4615134317
782,17.2530296203,40.4601497099
783,17.2527705261,40.4597309575
784,17.2535182508,40.4652625557
785,17.2536461162,40.4648192708
786,17.2531191521,40.4624844501
787,17.2534245354,40.4621637172
788,17.2532434242,40.4611608432
789,17.253194014,40.4606660032
790,17.2540756447,40.4685434694
791,17.254025067,40.4684487735
792,17.2532653791,40.4629855954
793,17.2535636129,40.4626828111
794,17.2538044993,40.4672673424
795,17.2537753798,40.4669442168
796,17.2538582923,40.4674757978
797,17.254339903,40.4671456316
798,17.2538902336,40.466672323
799,17.2528884662,40.4574370388
800,17.2525780439,40.4571179464
801,17.2540197764,40.468015622
802,17.2541215784,40.4675882627
803,17.2534832907,40.4636045049
804,17.2534579736,40.4631780821
805,17.2538498306,40.4661610352
806,17.2540817891,40.4655800619
807,17.2530465693,40.4593782456
808,17.2529435731,40.4566386362
809,17.2541971852,40.4684933625
810,17.2544587284,40.4682795407
811,17.2537737154,40.4643746186
812,17.2537821118,40.4639369372
813,17.2543540126,40.4686835252
814,17.2537560381,40.4635040409
815,17.2537903274,40.4629995452
816,17.2533416547,40.4582926054
817,17.2543747112,40.4666519582
818,17.2537142771,40.4613474677
819,17.2534222909,40.4593513417
820,17.2534621238,40.4588601041
821,17.2540970434,40.4647396807
822,17.2549057852,40.4689470578
823,17.2547691986,40.4686535114
824,17.2545520674,40.4678538115
825,17.2547002641,40.4674823159
826,17.2539179703,40.4606051788
827,17.2536676111,40.4601110097
828,17.2541074537,40.4642998682
829,17.2541824445,40.4638274604
830,17.2538788869,40.4623705655
831,17.253824288,40.4621004647
832,17.2538989385,40.4620950125
833,17.2538556804,40.4616891385
834,17.2539708737,40.4627556031
835,17.2540070113,40.4626145069
836,17.2540816107,40.4628605665
837,17.2543893947,40.465105033
838,17.2544815244,40.4646718259
839,17.2540118476,40.4623474012
840,17.2540000761,40.4616874825
841,17.2549195495,40.468338574
842,17.2552236958,40.4679614692
843,17.2541123965,40.4627207323
844,17.2545188574,40.4625027921
845,17.2535080149,40.455903843
